alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1788985177.136,elite,3881.4561446746,1782099466.6192,"AS9829 National Internet Backbone",BSNL-NIB,Surat,Asia,AS,India,IN,,false,"BSNL Internet",21.1981,72.8298,false,"Wimax Project",true,Gujarat,success,Asia/Kolkata,395007,1788750150,1788985360.528,1080,socks5,117.244.114.54:1080,true,4086.9371891022,75612,76195,49.807979869176,117.244.114.54
true,1788985339.9653,elite,2701.3159309526,1696982686.2662,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Irvine,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.6846,-117.827,false,"Cox Communications",true,California,success,America/Los_Angeles,92612,1788913454,1788985360.3543,4145,socks4,72.195.114.184:4145,true,1786.8905067444,538706,956697,36.024135299983,72.195.114.184
true,1788985310.4161,elite,4124.54657744,1776078653.1583,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co., Ltd",11.5583,104.9121,false,"Cogetel Ltd",true,"Phnom Penh",success,Asia/Phnom_Penh,,1788781883,1788985360.3441,1080,socks5,103.206.68.241:1080,true,8571.5086460114,72022,99945,41.881291177959,103.206.68.241
true,1788985345.6491,elite,2232.1210045157,1786226939.8559,"AS3320 Deutsche Telekom AG",DTAG,Berlin,Europe,EU,Germany,DE,,false,"Deutsche Telekom AG",52.5312,13.3878,false,"SANA Berlin Hotel",true,"State of Berlin",success,Europe/Berlin,10115,1788644820,1788985360.2051,4153,socks4,193.158.12.141:4153,true,78.023433685303,50506,71060,41.546155997565,193.158.12.141
true,1788985360.1401,elite,5669.4696721706,1788974439.5169,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788971697,1788985360.1401,4166,socks5,45.74.31.42:4166,true,10957.190990448,176,114,60.689655172414,45.74.31.42
true,1788985360.1372,elite,2712.7968144467,1779648432.7869,"AS45899 VNPT Corp",VNPT-AS-VN,"Quận Ba",Asia,AS,Vietnam,VN,,false,"VNPT Corp",10.7693,106.687,false,"TTT Data Encryption and Technology Co. LTD",true,"Ho Chi Minh City (HCMC)",success,Asia/Ho_Chi_Minh,,1788717797,1788985360.1372,9988,socks5,160.22.17.4:9988,true,4960.6306552887,188944,41653,81.936885562258,160.22.17.4
true,1788985355.2929,elite,3950.3345039157,1710577659.2123,"AS45899 VNPT Corp",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0184,105.8461,false,"Vietnam Posts and Telecommunications Group",true,Hanoi,success,Asia/Bangkok,100000,1788832717,1788985360.125,1080,socks4,123.25.116.228:1080,true,1024.0211486816,133474,961248,12.19250184065,123.25.116.228
true,1788985360.1041,elite,2716.6304248918,1776079412.3624,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,"Baton Rouge","North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4588,-91.0581,false,"Cox Communications Inc.",true,Louisiana,success,America/Chicago,70815,1788780807,1788985360.1041,4145,socks5,174.64.199.82:4145,true,8189.4102096558,121982,75499,61.768980306966,174.64.199.82
true,1788985360.0643,elite,2085.4005737,1784382630.9015,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Labinot-Fushë,Europe,EU,Albania,AL,,false,"Global Connectivity Solutions LLP",41.1533,20.1683,false,"Global Connectivity Solutions LLP",true,"Elbasan County",success,Europe/Tirane,,1788615728,1788985360.0643,1082,socks5,147.45.221.112:1082,true,1096.7130661011,82326,58955,58.271105102597,147.45.221.112
true,1788985277.6589,elite,3570.1720277001,1786890859.9338,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,Hetzner,true,Uusimaa,success,Europe/Helsinki,00221,1788705535,1788985360.0549,10801,socks5,65.21.252.66:10801,true,929.70943450928,56776,12264,82.236384704519,65.21.252.66
true,1788985360.0393,elite,5970.7760863483,1788962442.87,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788960597,1788985360.0393,38346,socks5,45.74.31.30:38346,true,9974.7228622437,454,232,66.180758017493,45.74.31.30
true,1788985360.0246,elite,2995.0191790806,1783626164.4789,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Atlanta,"North America",NA,"United States",US,,false,"Global Connectivity Solutions LLP",33.7501,-84.3885,false,"Global Connectivity Solutions LLP",true,Georgia,success,America/New_York,30302,1788460790,1788985360.0246,1082,socks5,147.45.60.250:1082,true,7911.6353988647,88252,54787,61.697858625969,147.45.60.250
true,1788985267.1967,elite,4733.3399000137,1787749826.0144,"AS40004 CONRADIT, LLC",CONRAD,"Tsuen Wan",Asia,AS,"Hong Kong",HK,,false,"CONRADIT, LLC",22.3638,114.1091,false,"The Media Network Ltd",true,"Tsuen Wan District",success,Asia/Hong_Kong,,1788958547,1788985359.9742,6607,socks5,223.254.141.102:6607,true,2753.8406848907,1875,14506,11.446187656431,223.254.141.102
true,1788985359.9471,elite,146.70878628463,1785989463.8435,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Paris,Europe,EU,France,FR,,false,"Global Connectivity Solutions LLP",48.8558,2.3494,false,"Global Connectivity Solutions LLP",true,Île-de-France,success,Europe/Paris,75001,1788406611,1788985359.9471,1082,socks5,109.172.55.210:1082,true,70.606708526611,37597,41787,47.36092915449,109.172.55.210
true,1788985239.4127,transparent,6274.8596405619,1758089083.7177,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.","La Unión","North America",NA,Honduras,HN,,false,"Ufinet Panama S.A.",15.1333,-88.55,false,"Ufinet Honduras, S. A",true,"Santa Bárbara Department",success,America/Tegucigalpa,,1788555586,1788985359.928,999,http,181.78.44.63:999,true,7418.035030365,88345,83942,51.277809701254,181.78.44.63
true,1788984901.3503,elite,3922.5203069547,1787542457.8497,"AS136958 China Unicom Guangdong IP network",UNICOM-GuangZhou-IDC,Guangzhou,Asia,AS,China,CN,"Tianhe Qu",false,"China Unicom Guangdong IP network",23.1417,113.342,false,"Guangdong LITONG Network Technology Limited",true,Guangdong,success,Asia/Shanghai,510000,1788748728,1788985359.9029,1080,socks5,103.210.161.8:1080,true,1457.2036266327,60532,3222,94.946199454152,103.210.161.8
true,1788985359.8824,elite,3549.7341594514,1710563672.3808,"AS23688 Link3 Technologies Ltd.",LINK3-TECH-AS-BD-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Link3 Technologies Limited",23.7278,90.4135,false,"Corporate Subscriber",true,"Dhaka Division",success,Asia/Dhaka,1000,1788561953,1788985359.8824,5678,socks4,123.200.6.58:5678,true,2077.853679657,326801,819564,28.507587025075,123.200.6.58
true,1788985275.9519,elite,10250.196253039,1788569404.4161,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788567443,1788985359.8626,26355,socks5,45.74.31.30:26355,true,10558.725118637,1893,4038,31.917046029337,45.74.31.30
true,1788985359.8441,elite,2120.4888149683,1785399470.2,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Paris,Europe,EU,France,FR,,false,"Global Connectivity Solutions LLP",48.8558,2.3494,false,"Global Connectivity Solutions LLP",true,Île-de-France,success,Europe/Paris,75001,1788423192,1788985359.8441,1082,socks5,109.172.55.177:1082,true,7290.4870510101,73135,50899,58.963671251431,109.172.55.177
true,1788985343.3511,elite,3177.8516675893,1783194168.8903,"AS38264 National WiMAX/IMS environment",WATEEN-IMS-PK-AS-AP,Lahore,Asia,AS,Pakistan,PK,,false,"Wateen Telecom (Pvt.) Ltd",31.5826,74.3276,false,"Wateen Telecom Limited",true,Punjab,success,Asia/Karachi,54000,1788636007,1788985359.8366,1080,socks4,110.38.234.74:1080,true,1812.6335144043,169811,128850,56.857440375543,110.38.234.74
true,1788985359.8292,elite,1985.7021905922,1786820904.8034,"AS216071 SERVERS TECH FZCO",VDSINA,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Servers Tech Fzco",52.3716,4.8883,false,"Servers Tech Fzco",true,"North Holland",success,Europe/Amsterdam,1012,1788632746,1788985359.8292,10088,http,144.124.251.24:10088,true,1389.1220092773,593,10624,5.2866185254524,144.124.251.24
true,1788985338.9053,elite,6718.3820992841,1787867704.8858,"AS200019 ALEXHOST SRL",AlexHost,Stockholm,Europe,EU,Sweden,SE,,true,"Alexhost SRL",59.3287,18.0717,false,,true,"Stockholm County",success,Europe/Stockholm,"100 04",1788470062,1788985359.8179,1081,socks4,143.246.197.187:1081,true,4043.9500808716,7850,33786,18.853876453069,143.246.197.187
true,1788983306.4947,elite,2359.2427003951,1788983306.4947,"AS4134 CHINANET BACKBONE",CHINANET-BACKBONE,Hefei,Asia,AS,China,CN,"Baohe Qu",false,Chinanet,31.822,117.281,false,"SG Ustc",false,Anhui,success,Asia/Shanghai,230000,1788982238,1788985359.6995,10808,http,202.141.161.50:10808,true,2164.0863418579,42,0,100,202.141.161.50
true,1788985311.623,elite,3472.8724652565,1788651885.9997,"AS265583 SISTEMAS Y SOLUCIONES DE CAMPECHE SAS DE CV","SISTEMAS Y SOLUCIONES DE CAMPECHE SAS DE CV",Candelaria,"North America",NA,Mexico,MX,,false,"Sistemas Y Soluciones De Campeche SAS De CV",18.1977,-91.0453,false,"Sistemas Y Soluciones De Campeche SAS De CV",false,Campeche,success,America/Merida,24330,1788651487,1788985359.6947,5678,socks4,45.174.243.96:5678,true,7967.4863815308,3169,10152,23.789505292395,45.174.243.96
true,1788985317.6769,elite,3252.0764636566,1786584707.5087,"AS28252 WorldNet Telecom Comercio e Serviços de Telecomuni","WorldNet Telecom Comercio e Serviços de Telecomuni",Recife,"South America",SA,Brazil,BR,,false,"WorldNet Telecom Comercio e Serviços de Telecomuni",-8.0009,-34.8687,false,"WorldNet Telecom Comercio e Serviços de Telecomuni",true,Pernambuco,success,America/Recife,53000,1788396640,1788985359.6223,5432,socks4,179.189.243.245:5432,true,8233.6370944977,42198,63950,39.75392847722,179.189.243.245
true,1788985359.2125,elite,13800.084038955,1770197510.3951,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Bengaluru,Asia,AS,India,IN,,true,"DigitalOcean, LLC",12.9753,77.591,false,"DigitalOcean, LLC",true,Karnataka,success,Asia/Kolkata,560100,1788821794,1788985359.5361,9050,socks5,139.59.44.192:9050,true,13288.897514343,48265,80367,37.521767522856,139.59.44.192
true,1788985359.4574,elite,9613.7362530059,1776118449.5836,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Kuala Lumpur",Asia,AS,Malaysia,MY,,true,"Alibaba (US) Technology Co., Ltd.",3.1408,101.6852,false,"Alibaba.com LLC",true,"Kuala Lumpur",success,Asia/Kuala_Lumpur,50515,1788816244,1788985359.4574,8443,socks5,47.250.177.202:8443,true,9710.8266353607,841,85828,0.97035849034834,47.250.177.202
true,1788985271.4343,elite,3886.3359436178,1779198761.7958,"AS3216 PJSC Vimpelcom",SOVAM-AS,Moscow,Europe,EU,Russia,RU,,false,"PJSC ""Vimpelcom""",55.7565,37.6997,false,"EDN SOVINTEL Static",true,Moscow,success,Europe/Moscow,,1788623916,1788985359.3879,1080,socks5,212.46.194.203:1080,true,714.55860137939,14443,71070,16.88982961655,212.46.194.203
true,1788985359.3649,elite,2688.2080073266,1776078047.2772,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Tulsa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",36.0496,-95.8858,false,"Cox Communications",true,Oklahoma,success,America/Chicago,74133,1788781967,1788985359.3649,10919,socks5,98.178.72.21:10919,true,1968.9531326294,134080,72447,64.92129358389,98.178.72.21
true,1788985316.817,elite,2496.362195221,1783269364.3709,"AS196815 LAN servis s.r.o.",LANSERVIS-AS,Přerov,Europe,EU,Czechia,CZ,,false,"LAN servis s.r.o",49.4137,17.5032,false,"LANservis s.r.o",true,"Olomouc Region",success,Europe/Prague,"750 02",1788712933,1788985359.3342,1080,socks4,109.69.211.18:1080,true,3150.3674983978,155783,133265,53.895200797099,109.69.211.18
true,1788985342.6632,elite,2534.0174849511,1769020419.8555,"AS31200 Novotelecom Ltd",NTK,Novosibirsk,Europe,EU,Russia,RU,,false,"Novotelecom Ltd",55.0386,82.9425,false,"Novotelecom ltd.",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1788765924,1788985359.3168,1090,socks4,37.193.125.68:1090,true,1429.6882152557,345865,271011,56.067183680351,37.193.125.68
true,1788985359.2253,elite,8926.9743575049,1784556839.9543,"AS36007 Kamatera, Inc.",KAMATERA,"New York","North America",NA,"United States",US,,true,"Kamatera, Inc.",40.7127,-74.0059,false,"Cloud Web Manage",true,"New York",success,America/New_York,7094,1788787337,1788985359.2253,9050,socks4,138.128.247.206:9050,true,7156.6877365112,31945,132390,19.438950923419,138.128.247.206
true,1788984287.754,elite,1506.3359358503,1783491602.5317,"AS136958 China Unicom Guangdong IP network",UNICOM-GuangZhou-IDC,Shanwei,Asia,AS,China,CN,,false,"CNC Group CHINA169 Guangdong Province Network",22.7785,115.3452,false,,true,Guangdong,success,Asia/Shanghai,,1788934822,1788985359.1249,17981,http,58.254.153.146:17981,true,1251.8708705902,88255,2845,96.877058177827,58.254.153.146
true,1788985359.1122,elite,1810.5740180465,1778958523.2827,"AS61403 Sever Telecom JSC",Sever-Telecom-Cher,Cherepovets,Europe,EU,Russia,RU,,false,SEVER-TELECOM,59.1264,37.9012,false,,true,"Vologda Oblast",success,Europe/Moscow,162600,1788633616,1788985359.1122,4145,socks4,178.57.106.43:4145,true,1260.017156601,152828,250003,37.938490334656,178.57.106.43
true,1788965504.5672,elite,1194.3058802726,1783659209.9102,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6924,3.20113,false,"OVH SAS",true,Hauts-de-France,success,Europe/Paris,59100,1788494037,1788985359.0643,8888,http,37.59.125.131:8888,true,1183.9253902435,86699,2145,97.585655756157,37.59.125.131
true,1788985359.0626,elite,6228.2086704496,1788081486.3245,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,InternetXS,true,Arizona,success,America/Phoenix,85001,1788685470,1788985359.0626,55991,http,174.138.162.36:55991,true,791.3453578949,458,4579,9.0927139170141,174.138.162.36
true,1788985358.876,anonymous,5468.0260318847,1710562656.9391,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"Digital Ocean",true,"New Jersey",success,America/New_York,07014,1788842431,1788985358.876,80,http,167.99.124.118:80,false,1548.5906600952,213622,576379,27.040725264905,167.99.124.118
true,1788985358.8611,elite,4038.5333967035,1776122451.406,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co",11.5583,104.9121,false,,true,"Phnom Penh",success,Asia/Phnom_Penh,,1788823248,1788985358.8611,1080,socks5,110.235.252.74:1080,true,4381.7238807678,71668,96255,42.679085056842,110.235.252.74
true,1788985358.7984,elite,1139.5001290946,1776086970.4932,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Total Server Solutions L.L.C.",33.755,-84.3896,false,"Divine Lighting",true,Georgia,success,America/New_York,30303,1788786880,1788985358.7984,4145,socks5,199.116.112.6:4145,true,895.85065841675,91194,77374,54.099235916663,199.116.112.6
true,1788985358.6068,elite,3590.7172941149,1776089321.4358,"AS26599 TELEFÔNICA BRASIL S.A","TELEFÔNICA BRASIL S.A","São Paulo","South America",SA,Brazil,BR,,false,Vivo,-23.6293,-46.6351,false,"TELEF�NICA BRASIL S.A",true,"São Paulo",success,America/Sao_Paulo,01000,1788788890,1788985358.6068,5678,socks4,177.26.112.65:5678,true,1051.8639087677,247374,300968,45.113086358513,177.26.112.65
true,1788985261.8285,elite,6059.2691623125,1788902411.5208,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788899161,1788985358.5296,5604,socks5,45.74.31.30:5604,true,5597.2666740417,1495,894,62.578484721641,45.74.31.30
true,1788985331.4367,elite,4122.4627048702,1769018681.5779,"AS210644 AEZA GROUP LLC",AEZA-AS,Paris,Europe,EU,France,FR,,true,"Aeza International LTD",48.8558,2.3494,false,"Aeza International LTD",true,Île-de-France,success,Europe/Paris,75001,1788589716,1788985358.529,36219,socks5,77.221.152.210:36219,true,1201.9724845886,50775,105157,32.562270733397,77.221.152.210
true,1788985358.5248,elite,4434.1355409989,1786796014.3848,"AS40004 CONRADIT, LLC",CONRAD,"Tsuen Wan",Asia,AS,"Hong Kong",HK,,false,"CONRADIT, LLC",22.3638,114.1091,false,"The Media Network Ltd",true,"Tsuen Wan District",success,Asia/Hong_Kong,,1788608219,1788985358.5248,6622,socks4,223.254.141.102:6622,true,10757.950305939,7201,55016,11.574007104168,223.254.141.102
true,1788985358.5243,elite,6511.8278145484,1787697275.1104,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788904322,1788985358.5243,4076,socks5,45.74.31.30:4076,true,5622.6849555969,2725,12142,18.329185444273,45.74.31.30
true,1788985156.4946,elite,9441.2815668658,1788330811.4383,"AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C",TR_Arvancloud,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Arvancloud Global Technologies L.L.C",50.1109,8.68213,false,"Arvancloud Global Technologies L.L.C",true,Hesse,success,Europe/Berlin,60313,1788932800,1788985358.5194,1120,socks5,185.204.170.179:1120,true,15165.308952332,5318,5291,50.127250447733,185.204.170.179
true,1788985358.4487,elite,98.011987932612,1788901134.4429,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,London,Europe,EU,"United Kingdom",GB,,false,"Global Connectivity Solutions LLP",51.5081,-0.1278,false,"Global Connectivity Solutions LLP",false,England,success,Europe/London,EC1A,1788898510,1788985358.4487,1082,socks5,87.120.219.117:1082,true,90.354442596436,1068,944,53.081510934394,87.120.219.117
true,1788962834.0652,elite,784.93127661204,1786440415.7358,"AS20473 The Constant Company, LLC",AS-VULTR,Miami,"North America",NA,"United States",US,,true,"The Constant Company",25.8119,-80.2318,false,"Vultr Holdings, LLC",true,Florida,success,America/New_York,33142,1788625701,1788985358.4358,1088,socks5,45.32.160.61:1088,true,1016.1592960358,24780,208,99.167600448215,45.32.160.61
true,1788985358.4263,elite,2569.2235643317,1783462239.3875,"AS3292 TDC Holding A/S",TDC,Lystrup,Europe,EU,Denmark,DK,,false,"TDC Holding A/S",56.2374,10.2318,false,"Peter Bodum A-S",true,"Central Jutland",success,Europe/Copenhagen,8520,1788903876,1788985358.4263,4145,socks4,93.167.245.6:4145,true,3159.5158576965,74745,148481,33.484002759535,93.167.245.6
true,1788985353.6508,elite,164.31704086343,1788934380.5597,"AS3301 Telia Company AB",TELIANET-SWEDEN,Stockholm,Europe,EU,Sweden,SE,,false,"Telia Company AB",59.3327,18.0656,false,"Telia Network Services",false,"Stockholm County",success,Europe/Stockholm,"100 04",1788931384,1788985358.4215,1080,socks5,81.236.184.63:1080,true,149.90448951721,1159,450,72.032318210068,81.236.184.63
true,1788985320.0831,elite,3262.9008842143,1776089471.73,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Babahoyo,"South America",SA,Ecuador,EC,,false,"Ufinet Panama S.A.",-1.7984,-79.5359,false,UFINET,true,"Los Ríos",success,America/Guayaquil,,1788786821,1788985358.3925,8080,socks4,160.20.165.242:8080,true,3934.8549842834,275314,301022,47.769703783904,160.20.165.242
true,1788985358.3748,elite,3423.0230086125,1776084316.3025,"AS9228 PT. Total Info Kharisma",CENTRALONLINE-ID-AS-AP,Curug,Asia,AS,Indonesia,ID,,false,"PT. Total Info Kharisma",-5.9813,106.019,false,Centralonline,true,Banten,success,Asia/Jakarta,,1788784910,1788985358.3748,50574,socks4,203.77.239.219:50574,true,1867.814540863,227823,316863,41.826483515273,203.77.239.219
true,1788985358.3432,elite,6189.3260195627,1788123636.962,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788730523,1788985358.3432,20030,socks5,45.74.31.30:20030,true,7098.4561443329,4328,9569,31.143412247248,45.74.31.30
true,1788985358.3072,elite,3302.6127790478,1776087839.957,"AS263224 EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA","EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA",Lima,"South America",SA,Peru,PE,,false,"Empresa De Telecomunicaciones Multimedia Alfa",-12.046,-77.0305,false,"Antenas Cable Vision",true,"Lima Province",success,America/Lima,,1788786820,1788985358.3072,5678,socks4,177.91.255.35:5678,true,3917.6480770111,260860,305080,46.093225430258,177.91.255.35
true,1788985327.1236,elite,2719.2522979876,1776081778.4444,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Irvine,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.6846,-117.827,false,"Cox Communications",true,California,success,America/Los_Angeles,92612,1788781253,1788985358.209,27391,socks5,72.195.34.60:27391,true,978.80864143372,121582,75597,61.660724519345,72.195.34.60
true,1788985358.5209,elite,2562.9008127152,1697036938.6316,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788785791,1788985358.2005,4145,socks4,184.181.217.201:4145,true,7917.6061153412,837202,749026,52.779423891143,184.181.217.201
true,1788985285.1771,elite,2963.1905065908,1788926129.1148,"AS215439 PLAY2GO INTERNATIONAL LIMITED",PLAY2GO-NET,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"Play2go International Limited",52.3716,4.8883,false,"Play2go International Limited",true,"North Holland",success,Europe/Amsterdam,1012,1788926130,1788985358.1999,1080,socks4,144.31.30.222:1080,true,14341.742038727,3896,960,80.230642504119,144.31.30.222
true,1788985358.131,elite,11771.384336258,1786616842.7783,"AS4181 TDS TELECOM",TDS-AS,Madison,"North America",NA,"United States",US,,false,"TDS TELECOM",43.0773,-89.3994,false,DIRECTNETWORKSINC,true,Wisconsin,success,America/Chicago,53706,1788429527,1788985358.131,9050,socks5,96.60.107.30:9050,true,7489.4142150879,13001,37526,25.730797395452,96.60.107.30
true,1788984825.0424,elite,6730.4707539106,1788898078.7484,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,"Hetzner Online GmbH",false,Saxony,success,Europe/Berlin,08223,1788895129,1788985358.0813,8443,socks5,128.140.82.50:8443,true,7999.5279312134,2877,413,87.446808510638,128.140.82.50
true,1788985358.0722,elite,5305.8602990957,1784678284.2529,"AS9123 JSC TIMEWEB",TimeWeb-AS,"St Petersburg",Europe,EU,Russia,RU,,true,"JSC ""TIMEWEB""",59.9417,30.3096,false,"JSC ""TIMEWEB""",true,St.-Petersburg,success,Europe/Moscow,195213,1788911425,1788985358.0722,1080,socks5,89.191.229.141:1080,true,8346.5378284454,27105,67649,28.605652531819,89.191.229.141
true,1788985220.0506,elite,2362.5985188761,1788447971.085,"AS197540 netcup GmbH",netcup-AS,Nuremberg,Europe,EU,Germany,DE,,true,"netcup GmbH",49.4527,11.0783,false,"netcup GmbH",true,Bavaria,success,Europe/Berlin,90403,1788445288,1788985357.8715,8081,socks4,152.53.183.107:8081,true,2499.3171691895,45155,1330,97.138861998494,152.53.183.107
true,1788984863.0481,elite,2163.1907612435,1776078030.5051,"AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",UCLOUD-HK-AS-AP,Tokyo,Asia,AS,Japan,JP,,true,"UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",35.6893,139.6899,false,"Ucloud Information Technology",true,Tokyo,success,Asia/Tokyo,151-0053,1788610692,1788985357.8688,10808,socks5,101.36.104.46:10808,true,1467.2598838806,215838,14394,93.748045449807,101.36.104.46
true,1788985330.7962,elite,3692.6660381145,1776086485.4748,"AS149930 PT Replay Inti Media",IDNIC-REPLAY-AS-ID,Kuningan,Asia,AS,Indonesia,ID,,false,"PT Replay Inti Media",-6.9227,108.1588,false,"PT Replay Inti Media",true,"West Java",success,Asia/Jakarta,45559,1788583430,1788985357.8541,69,socks5,103.191.218.119:69,true,1096.498966217,67866,54738,55.35382206127,103.191.218.119
true,1788985357.8498,elite,4143.2143916123,1773409567.4343,"AS58224 Iran Telecommunication Company PJS",TCI,Shiraz,Asia,AS,Iran,IR,,false,"Iran Telecommunication Company PJS",29.6206,52.5267,false,"sepanta-Telecommunication company",true,Fars,success,Asia/Tehran,,1788542626,1788985357.8498,1080,socks4,151.233.50.238:1080,true,3753.365278244,18176,49086,27.022687401505,151.233.50.238
true,1788985308.1115,elite,4922.8274148711,1788317712.0483,"AS210546 CHSL ONE LTD",CHSL-ONE,"Frankfurt am Main",Europe,EU,Germany,DE,,false,"Chsl ONE LTD",50.1109,8.68213,false,"Chsl ONE LTD",false,Hesse,success,Europe/Berlin,60313,1788919079,1788985357.8215,1080,socks5,31.76.59.70:1080,true,11204.829692841,10479,6751,60.818340104469,31.76.59.70
true,1788985268.6241,elite,3418.5665126644,1776081471.9589,"AS60404 Liteserver",Liteserver,Dronten,Europe,EU,"The Netherlands",NL,,true,"The Infrastructure Group B.V.",52.5378,5.6966,false,TIG,true,Flevoland,success,Europe/Amsterdam,8253,1788498393,1788985357.7089,1080,socks5,5.255.117.250:1080,true,14294.046401978,170183,36485,82.346081638183,5.255.117.250
true,1788985294.1394,elite,5369.2024635232,1788927533.8636,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1788924488,1788985357.6762,4355,socks5,45.74.31.42:4355,true,11555.026292801,690,618,52.752293577982,45.74.31.42
